name,slug,source,page,type,type_code,rarity,tier,attunement,attunement_req,wondrous,weight,value_gp,has_spells,entries_json,srd
Poisoner's Kit,poisoner-s-kit,XPHB,221,Tools,T,none,,0,,0,2,50.0,0,"[{""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""name"": ""Ability:"", ""type"": ""item"", ""entries"": [""Intelligence""]}, {""name"": ""Utilize:"", ""type"": ""item"", ""entries"": [""Detect a poisoned object ({@dc 10})""]}, {""name"": ""Craft:"", ""type"": ""item"", ""entries"": [""{@item Basic Poison|XPHB}""]}]}]",1
Pole,pole,XPHB,228,Adventuring Gear,G,none,,0,,0,7,0.05,0,"[""A Pole is 10 feet long. You can use it to touch something up to 10 feet away. If you must make a Strength ({@skill Athletics|XPHB}) check as part of a High or {@variantrule Long Jump|XPHB}, you can use the Pole to vault, giving yourself {@variantrule Advantage|XPHB} on the check.""]",1
Pony,pony,XPHB,229,Mount,MNT,none,,0,,0,,30.0,0,[],1
Portable Hole,portable-hole,XDMG,286,Wondrous Item,WON,rare,,0,,1,,,0,"[""This fine black cloth, soft as silk, is folded up to the dimensions of a handkerchief. It unfolds into a circular sheet 6 feet in diameter."", ""You can take a {@action Magic|XPHB} action to unfold a Portable Hole and place it on or against a solid surface, whereupon the Portable Hole creates an extradimensional hole 10 feet deep. The cylindrical space within the hole exists on a different plane of existence, so it can't be used to create open passages. Any creature inside an open Portable Hole can exit the hole by climbing out of it."", ""You can take a {@action Magic|XPHB} action to close a Portable Hole by taking hold of the edges of the cloth and folding it up. Folding the cloth closes the hole, and any creatures or objects within remain in the extradimensional space. No matter what's in it, the hole weighs next to nothing."", ""If the hole is folded up, a creature within the hole's extradimensional space can take an action to make a {@dc 10} Strength ({@skill Athletics|XPHB}) check. On a successful check, the creature forces its way out and appears within 5 feet of the Portable Hole. A closed Portable Hole holds enough air for 1 hour of breathing, divided by the number of breathing creatures inside."", ""Placing a Portable Hole inside an extradimensional space created by a {@item Bag of Holding|XDMG}, {@item Heward's Handy Haversack|XDMG}, or similar item instantly destroys both items and opens a gate to the Astral Plane. The gate originates where the one item was placed inside the other. Any creature within 10 feet of the gate and not behind {@variantrule Cover|XPHB|Total Cover} is sucked through it and deposited in a random location on the Astral Plane. The gate then closes. The gate is one-way only and can't be reopened.""]",1
Portable Ram,portable-ram,XPHB,228,Adventuring Gear,G,none,,0,,0,35,4.0,0,"[""You can use a Portable Ram to break down doors. When doing so, you gain a +4 bonus to the Strength check. One other character can help you use the ram, giving you {@variantrule Advantage|XPHB} on this check.""]",1
Potion of Acid Resistance,potion-of-acid-resistance,XDMG,289,Potion,P,uncommon,,0,,0,0.5,,0,"[""{#itemEntry Potion of Resistance|XDMG}""]",1
Potion of Animal Friendship,potion-of-animal-friendship,XDMG,287,Potion,P,uncommon,,0,,0,0.5,,1,"[""When you drink this potion, you can cast the level 3 version of the {@spell Animal Friendship|XPHB} spell (save {@dc 13})."", ""Agitating this potion's muddy liquid brings little bits into view: a fish scale, a hummingbird feather, a cat claw, or a squirrel hair.""]",1
Potion of Clairvoyance,potion-of-clairvoyance,XDMG,287,Potion,P,rare,,0,,0,0.5,,1,"[""When you drink this potion, you gain the effect of the {@spell Clairvoyance|XPHB} spell (no {@status Concentration|XPHB} required)."", ""An eyeball bobs in this potion's yellowish liquid but vanishes when the potion is opened.""]",1
Potion of Climbing,potion-of-climbing,XDMG,287,Potion,P,common,,0,,0,0.5,,0,"[""When you drink this potion, you gain a {@variantrule Climb Speed|XPHB} equal to your {@variantrule Speed|XPHB} for 1 hour. During this time, you have {@variantrule Advantage|XPHB} on Strength ({@skill Athletics|XPHB}) checks to climb."", ""This potion is separated into brown, silver, and gray layers resembling bands of stone. Shaking the bottle fails to mix the colors.""]",1
Potion of Cloud Giant Strength,potion-of-cloud-giant-strength,XDMG,288,Potion,P,very rare,,0,,0,0.5,,0,"[""When you drink this potion, your Strength score changes to 27 for 1 hour. The potion has no effect on you if your Strength is equal to or greater than that score."", ""This potion's transparent liquid has floating in it a sliver of fingernail from a cloud giant.""]",1
Potion of Cold Resistance,potion-of-cold-resistance,XDMG,289,Potion,P,uncommon,,0,,0,0.5,,0,"[""{#itemEntry Potion of Resistance|XDMG}""]",1
Potion of Diminution,potion-of-diminution,XDMG,287,Potion,P,rare,,0,,0,0.5,,1,"[""When you drink this potion, you gain the \""reduce\"" effect of the {@spell Enlarge/Reduce|XPHB} spell for {@dice 1d4} hours (no {@status Concentration|XPHB} required)."", ""The red in the potion's liquid continuously contracts to a tiny bead and then expands to color the clear liquid around it. Shaking the bottle fails to interrupt this process.""]",1
Potion of Fire Giant Strength,potion-of-fire-giant-strength,XDMG,288,Potion,P,rare,,0,,0,0.5,,0,"[""When you drink this potion, your Strength score changes to 25 for 1 hour. The potion has no effect on you if your Strength is equal to or greater than that score."", ""This potion's transparent liquid has floating in it a sliver of fingernail from a fire giant.""]",1
Potion of Fire Resistance,potion-of-fire-resistance,XDMG,289,Potion,P,uncommon,,0,,0,0.5,,0,"[""{#itemEntry Potion of Resistance|XDMG}""]",1
Potion of Flying,potion-of-flying,XDMG,287,Potion,P,very rare,,0,,0,0.5,,0,"[""When you drink this potion, you gain a {@variantrule Fly Speed|XPHB} equal to your {@variantrule Speed|XPHB} for 1 hour and can hover. If you're in the air when the potion wears off, you fall unless you have some other means of staying aloft."", ""This potion's clear liquid floats at the top of its container and has cloudy white impurities drifting in it.""]",1
Potion of Force Resistance,potion-of-force-resistance,XDMG,289,Potion,P,uncommon,,0,,0,0.5,,0,"[""{#itemEntry Potion of Resistance|XDMG}""]",1
Potion of Frost Giant Strength,potion-of-frost-giant-strength,XDMG,288,Potion,P,rare,,0,,0,0.5,,0,"[""When you drink this potion, your Strength score changes to 23 for 1 hour. The potion has no effect on you if your Strength is equal to or greater than that score."", ""This potion's transparent liquid has floating in it a sliver of fingernail from a frost giant.""]",1
Potion of Gaseous Form,potion-of-gaseous-form,XDMG,287,Potion,P,rare,,0,,0,0.5,,1,"[""When you drink this potion, you gain the effect of the {@spell Gaseous Form|XPHB} spell for 1 hour (no {@status Concentration|XPHB} required) or until you end the effect as a {@variantrule Bonus Action|XPHB}."", ""This potion's container seems to hold fog that moves and pours like water.""]",1
Potion of Greater Healing,potion-of-greater-healing,XDMG,288,Potion,P,uncommon,,0,,0,0.5,,0,"[""You regain {@dice 4d4 + 4} {@variantrule Hit Points|XPHB} when you drink this potion. The potion's red liquid glimmers when agitated.""]",1
Potion of Growth,potion-of-growth,XDMG,288,Potion,P,uncommon,,0,,0,0.5,,1,"[""When you drink this potion, you gain the \""enlarge\"" effect of the {@spell Enlarge/Reduce|XPHB} spell for 10 minutes (no {@status Concentration|XPHB} required)."", ""The red in the potion's liquid continuously expands from a tiny bead to color the clear liquid around it and then contracts. Shaking the bottle fails to interrupt this process.""]",1
Potion of Healing,potion-of-healing,XDMG,288,Potion,P,common,,0,,0,0.5,50.0,0,"[""This potion is a magic item. As a {@variantrule Bonus Action|XPHB}, you can drink it or administer it to another creature within 5 feet of yourself. The creature that drinks the magical red fluid in this vial regains {@dice 2d4 + 2} {@variantrule Hit Points|XPHB}. The potion's red liquid glimmers when agitated.""]",1
Potion of Heroism,potion-of-heroism,XDMG,288,Potion,P,rare,,0,,0,0.5,,1,"[""When you drink this potion, you gain 10 {@variantrule Temporary Hit Points|XPHB} that last for 1 hour. For the same duration, you are under the effect of the {@spell Bless|XPHB} spell (no {@status Concentration|XPHB} required)."", ""This potion's blue liquid bubbles and steams as if boiling.""]",1
Potion of Hill Giant Strength,potion-of-hill-giant-strength,XDMG,288,Potion,P,uncommon,,0,,0,0.5,,0,"[""When you drink this potion, your Strength score changes to 21 for 1 hour. The potion has no effect on you if your Strength is equal to or greater than that score."", ""This potion's transparent liquid has floating in it a sliver of fingernail from a hill giant.""]",1
Potion of Invisibility,potion-of-invisibility,XDMG,288,Potion,P,rare,,0,,0,0.5,,0,"[""This potion's container looks empty but feels as though it holds liquid. When you drink the potion, you have the {@condition Invisible|XPHB} condition for 1 hour. The effect ends early if you make an attack roll, deal damage, or cast a spell.""]",1
Potion of Invulnerability,potion-of-invulnerability,XDMG,288,Potion,P,rare,,0,,0,0.5,,0,"[""For 1 minute after you drink this potion, you have {@variantrule Resistance|XPHB} to all damage."", ""This potion's syrupy liquid looks like liquefied iron.""]",1
Potion of Lightning Resistance,potion-of-lightning-resistance,XDMG,289,Potion,P,uncommon,,0,,0,0.5,,0,"[""{#itemEntry Potion of Resistance|XDMG}""]",1
Potion of Longevity,potion-of-longevity,XDMG,288,Potion,P,very rare,,0,,0,0.5,,0,"[""When you drink this potion, your physical age is reduced by {@dice 1d6 + 6} years, to a minimum of 13 years. Each time you subsequently drink a Potion of Longevity, there is 10 percent cumulative chance that you instead age by {@dice 1d6 + 6} years."", ""Suspended in this amber liquid is a tiny heart that, against all reason, is still beating. These ingredients vanish when the potion is opened.""]",1
Potion of Mind Reading,potion-of-mind-reading,XDMG,288,Potion,P,rare,,0,,0,0.5,,1,"[""When you drink this potion, you gain the effect of the {@spell Detect Thoughts|XPHB} spell (save {@dc 13}) for 10 minutes (no {@status Concentration|XPHB} required)."", ""This potion's dense, purple liquid has an ovoid cloud of pink floating in it.""]",1
Potion of Necrotic Resistance,potion-of-necrotic-resistance,XDMG,289,Potion,P,uncommon,,0,,0,0.5,,0,"[""{#itemEntry Potion of Resistance|XDMG}""]",1
Potion of Poison,potion-of-poison,XDMG,288,Potion,P,uncommon,,0,,0,0.5,,0,"[""This concoction looks, smells, and tastes like a {@item Potion of Healing|XDMG} or another beneficial potion. However, it is actually poison masked by illusion magic. {@spell Identify|XPHB} reveals its true nature."", ""If you drink this potion, you take {@damage 4d6} Poison damage and must succeed on a {@dc 13} Constitution saving throw or have the {@condition Poisoned|XPHB} condition for 1 hour.""]",1
Potion of Poison Resistance,potion-of-poison-resistance,XDMG,289,Potion,P,uncommon,,0,,0,0.5,,0,"[""{#itemEntry Potion of Resistance|XDMG}""]",1
Potion of Psychic Resistance,potion-of-psychic-resistance,XDMG,289,Potion,P,uncommon,,0,,0,0.5,,0,"[""{#itemEntry Potion of Resistance|XDMG}""]",1
Potion of Radiant Resistance,potion-of-radiant-resistance,XDMG,289,Potion,P,uncommon,,0,,0,0.5,,0,"[""{#itemEntry Potion of Resistance|XDMG}""]",1
Potion of Speed,potion-of-speed,XDMG,289,Potion,P,very rare,,0,,0,0.5,,1,"[""When you drink this potion, you gain the effect of the {@spell Haste|XPHB} spell for 1 minute (no {@status Concentration|XPHB} required) without suffering the wave of lethargy that typically occurs when the effect ends."", ""This potion's yellow fluid is streaked with black and swirls on its own.""]",1
